calibration_bias,seed,terminal_pnl,fill_count,spread_capture,adverse_selection,settlement_noise,identity_error,as_INFORMED,as_VALUE,as_NOISE
0.04,10,85.78351348889964,880,16.72690337038038,-34.97690986706972,104.03351998558882,1.5631940186722204e-13,-21.95117167982279,-13.679129058579624,0.6533908713326917
0.04,11,240.51981137505732,885,17.70000000000001,-41.789072613652934,264.6088839887102,2.842170943040401e-14,-26.438764457360715,-14.305318985846156,-1.0449891704460557
0.04,12,288.81411156910764,885,17.700000000000006,-36.62412841069231,307.7382399797999,0.0,-24.713356603438115,-14.408068540439173,2.497296733184977
0.04,13,-195.15133786905184,846,16.92000000000001,-41.188345203324296,-170.88299266572764,8.526512829121202e-14,-25.854345847533803,-13.89398015971792,-1.4400191960725768
0.04,14,94.70760627118864,915,17.40357388721135,-37.37508625205152,114.67911863602899,1.8474111129762605e-13,-25.284627399792655,-12.658943330646531,0.5684844783876661
0.04,15,-197.33651072176636,883,17.502916249447416,-40.5336400889057,-174.30578688230833,2.5579538487363607e-13,-24.15867358222875,-17.85810364490647,1.4831371382295186
0.04,16,263.5180371694379,879,17.580000000000005,-38.89584795184011,284.8338851212781,1.1368683772161603e-13,-23.70657477947505,-14.317124912862038,-0.8721482595030227
0.04,17,179.1116510697086,891,17.444550793199806,-41.28158941183658,202.94868968834544,5.684341886080802e-14,-24.49812638352239,-15.129626828515644,-1.6538361997985518
0.04,18,96.83548427957822,880,17.39761955548395,-39.507581172033824,118.94544589612856,4.547473508864641e-13,-24.913425011274732,-14.117718822812412,-0.4764373379466701
0.04,19,-296.51643189488726,882,16.618890809356028,-34.630460383016676,-278.5048623212268,2.2737367544323206e-13,-22.02490776979046,-13.94286092622282,1.3373083129966088
0.04,20,64.88506942037213,887,16.811972144125697,-39.68053953976,87.75363681600737,9.379164112033322e-13,-25.20648166261167,-12.99619866005277,-1.477859217095561
0.04,21,160.79905993766607,895,17.77797137385383,-38.25121678378825,181.27230534760008,3.979039320256561e-13,-24.360626272246577,-14.153478918634027,0.26288840709234645
0.04,22,176.9699387351727,882,17.640000000000015,-38.23360083324411,197.56353956841673,5.684341886080802e-14,-23.204910514614454,-16.033565821847375,1.0048755032177161
0.04,23,-118.5883123472816,906,18.120000000000005,-39.61783138686015,-97.09048096042127,1.7053025658242404e-13,-26.814418563913552,-13.410203742690298,0.6067909197436911
0.04,24,-156.12787758025718,881,17.620000000000005,-39.20815145232888,-134.53972612792842,1.1368683772161603e-13,-25.239381912096903,-13.797539906717333,-0.17122963351463585
0.04,25,123.69782829755349,920,17.976863792972857,-36.59074268016721,142.3117071847479,5.684341886080802e-14,-25.88976967617203,-11.499533390481036,0.7985603864858587
0.04,26,-135.56693541350774,862,17.24000000000001,-40.92170787718284,-111.88522753632478,1.1368683772161603e-13,-26.429403404442944,-12.963584872709056,-1.5287196000308327
0.04,27,-249.63966264888188,903,18.060000000000016,-38.168389203020745,-229.5312734458613,1.4210854715202004e-13,-26.226573377956626,-13.394118553912032,1.4523027288479131
0.04,28,-292.5119638720308,880,17.57953829904562,-41.779874694247084,-268.3116274768291,2.2737367544323206e-13,-27.884293833609785,-13.093495082524687,-0.8020857781126202
0.04,29,85.17399712731543,859,16.31052718889711,-33.59859134772036,102.4620612861386,7.105427357601002e-14,-20.647555286164312,-12.89986558861872,-0.051170472937324796
0.0599999999999999,0,87.34890344419017,948,17.45521749546785,-43.39590092875399,113.28958687747732,1.0089706847793423e-12,-27.837582807204278,-17.195597331622448,1.6372792100727316
0.0599999999999999,1,-429.7011763057456,927,17.075124727955632,-44.6955509958161,-402.0807500378834,1.7621459846850485e-12,-29.013907202781716,-15.6320684036191,-0.049575389415282944
0.0599999999999999,2,-370.2343641421657,972,19.296069562560767,-55.95273072458465,-333.5777029801419,5.684341886080802e-14,-36.42586672360328,-20.413060565447978,0.886196564466605
0.0599999999999999,3,-381.0037255069555,1007,20.105802372594084,-57.8432889138146,-343.2662389657352,2.2737367544323206e-13,-35.72837693621096,-20.673959247441527,-1.440952730162113
0.0599999999999999,4,-309.1441883748393,956,19.120000000000033,-55.76206138188762,-272.5021269929519,1.7053025658242404e-13,-33.80713990606205,-19.13485006844301,-2.820071407382568
0.0599999999999999,5,356.77063219247754,985,19.70000000000002,-54.33538573214231,391.4060179246197,1.7053025658242404e-13,-34.75969827255791,-18.594019222839812,-0.9816682367445824
0.0599999999999999,6,-304.2977513543586,996,19.85621861136721,-51.199349637797425,-272.95462032792796,3.979039320256561e-13,-30.384767416746513,-21.95287662511251,1.1382944040616003
0.0599999999999999,7,160.5533319922949,1005,19.785082932760957,-57.6272020853886,198.39545114492256,2.842170943040401e-14,-36.4765396930323,-20.65431208879259,-0.49635030356370186
0.0599999999999999,8,-270.5297341310719,996,19.9052401084326,-54.911318688845,-235.52365555065887,6.252776074688882e-13,-33.11327394410516,-21.412522998674646,-0.38552174606518563
0.0599999999999999,9,-204.85096819464465,997,19.940000000000012,-56.629582633988164,-168.1613855606564,8.526512829121202e-14,-34.160545890544164,-22.18338814922926,-0.2856485942147403
0.0599999999999999,10,121.53890118967468,963,18.00390272329078,-46.947332156531004,150.48233062291666,1.7621459846850485e-12,-29.505560586522158,-18.16932521834481,0.7275536483359664
0.0599999999999999,11,342.4485894176347,972,19.440000000000023,-57.76092614582829,380.76951556346273,2.2737367544323206e-13,-35.269330649770225,-21.246606325612007,-1.2449891704460558
0.0599999999999999,12,390.94499248663686,978,19.560000000000013,-51.79251373638904,423.17750622302594,5.684341886080802e-14,-34.067599972547946,-20.622210497026067,2.8972967331849766
0.0599999999999999,13,-280.78632091699444,934,18.68000000000002,-56.50199864822468,-242.9643222687693,4.547473508864641e-13,-35.30422279695749,-19.277756655194615,-1.9200191960725763
0.0599999999999999,14,122.72037821593456,979,18.310604495337394,-49.62634047942911,154.03611420002616,1.1368683772161603e-13,-32.64246334226945,-17.423331268514918,0.43945413135525535
0.0599999999999999,15,-288.38880906189206,988,19.439199979388242,-56.85997688588188,-250.9680321553979,5.115907697472721e-13,-33.5532557308066,-25.069234384346622,1.7625132292713466
0.0599999999999999,16,370.1428160759369,982,19.640000000000015,-54.045996171147344,404.54881224708424,5.684341886080802e-14,-33.364920809396146,-19.928927102248185,-0.7521482595030222
0.0599999999999999,17,250.7865835976379,996,19.305282007434744,-56.70555501826065,288.1868566084651,1.3073986337985843e-12,-34.48786464169227,-20.039336348535887,-2.1783540280324822
0.0599999999999999,18,132.35997591338543,970,19.075168585137813,-55.00222524761812,168.2870325758659,1.7053025658242404e-13,-34.57299253927398,-19.681829072472183,-0.7474036358719437
0.0599999999999999,19,-422.82369321137946,951,17.562986059993406,-45.35073896222765,-395.035940309145,2.2737367544323206e-13,-28.42295191469531,-18.567461569181347,1.6396745216490136
0.0599999999999999,20,84.67163917190707,968,17.97809213913826,-51.389035318518026,118.08258235128926,2.4158453015843406e-12,-32.58915939382917,-17.372009618053692,-1.4278663066351625
0.0599999999999999,21,225.6706158386839,1001,19.835005699839897,-54.00866477460782,259.8442749134524,5.968558980384842e-13,-33.92486715832482,-20.39720351769335,0.3134059014103492
0.0599999999999999,22,241.37939312508,980,19.600000000000033,-53.33048719046447,275.1098803155443,1.4210854715202004e-13,-32.46262553198764,-21.572737161694537,0.7048755032177151
0.0599999999999999,23,-170.42437892208045,993,19.86000000000001,-54.8832489931774,-135.40112992890317,1.1368683772161603e-13,-36.55366890449186,-18.87637100842924,0.5467909197436908
0.0599999999999999,24,-228.8908068150419,984,19.680000000000014,-54.78645260364384,-193.78435421139784,2.5579538487363607e-13,-34.9589841568874,-19.516238813241813,-0.3112296335146356
0.0599999999999999,25,171.31047344682952,999,19.362446809438122,-49.61123365437721,201.55926029176928,6.821210263296962e-13,-34.786034211797485,-15.923137374015937,1.0979379314362077
0.0599999999999999,26,-199.03876042069288,966,19.320000000000014,-57.20514240605914,-161.15361801463325,5.115907697472721e-13,-36.87473055710005,-18.581692248928256,-1.7487196000308345
0.0599999999999999,27,-362.6846490392096,1002,20.04000000000004,-53.325848348908636,-329.39880069030136,3.410605131648481e-13,-35.78196924868734,-18.95618182906921,1.412302728847913
0.0599999999999999,28,-381.3874062855888,941,18.783284704594603,-55.906403454712915,-344.26428753547015,3.410605131648481e-13,-37.00621391611104,-17.97810376048925,-0.9220857781126205
0.0599999999999999,29,114.98555575238804,942,17.460199019982543,-45.55614613768127,143.08150287008624,5.258016244624741e-13,-28.177762009820682,-17.266855902111324,-0.11152822574925991
0.08,0,101.91906455613548,1031,18.569430515794572,-58.00539532341533,141.3550293637574,1.1652900866465643e-12,-36.632953451228644,-23.509969643089498,2.137527770902817
0.08,1,-525.8855782808104,1001,18.12093200834034,-58.99845093961825,-485.00805934952956,2.8421709430404007e-12,-37.71175942580213,-21.258307297272548,-0.02838421654358303
0.08,2,-456.4724931790102,1064,21.111120363184483,-74.1655017371367,-403.4181118050576,3.979039320256561e-13,-48.259460011989745,-26.943875085094255,1.0378333599473006
0.08,3,-471.10421095975227,1106,22.03680200430022,-77.3628483922437,-415.77816457180853,2.2737367544323206e-13,-47.69094127516749,-27.87368578216008,-1.7982213349161438
0.08,4,-388.05207765946017,1054,21.08000000000002,-74.9042095314484,-334.2278681280117,5.684341886080802e-14,-45.35571745869852,-26.028420665367307,-3.520071407382569
0.08,5,439.88566664450406,1089,21.780000000000015,-74.18413568920596,492.2898023337102,2.2737367544323206e-13,-46.839474032722734,-26.202993419738636,-1.1416682367445823
0.08,6,-403.65358570059914,1096,21.833054337540776,-69.29093043631862,-356.19570960182125,5.684341886080802e-14,-41.247471433361305,-29.060960076491885,1.0175010735345804
0.08,7,191.82146289658647,1108,21.68173943266007,-76.3243295814099,246.46405304533664,3.410605131648481e-13,-48.543891653957076,-27.067316141033885,-0.7131217864189294
0.08,8,-344.82133130490126,1104,22.056702212540422,-74.36371901032874,-292.514314507113,5.684341886080802e-14,-44.18397502613897,-29.974222238124597,-0.20552174606518525
0.08,9,-259.655094868096,1090,21.80000000000001,-76.38697070251156,-205.06812416558495,5.115907697472721e-13,-45.77254769607673,-30.348774412220088,-0.2656485942147391
0.08,10,148.72826883224798,1044,19.160105060394002,-62.439178971988134,192.00734274384436,2.2453150450019166e-12,-39.014421918096645,-24.24501279912284,0.8202557452313435
0.08,11,421.1015088508876,1076,21.520000000000017,-77.01527477972348,476.59678363061084,2.2737367544323206e-13,-46.956283829655206,-28.614001779622217,-1.4449891704460573
0.08,12,480.796779769149,1079,21.57733257507975,-70.52763511111903,529.7470823051879,3.979039320256561e-13,-45.53834103028593,-28.28659081401808,3.297296733184975
0.08,13,-361.3280013967124,1044,20.880000000000013,-77.13034024217086,-305.0776611545419,3.410605131648481e-13,-47.167990401060344,-27.562330645037946,-2.4000191960725754
0.08,14,147.91425119325208,1052,19.37701961769887,-64.87908087331547,193.41631244886875,5.684341886080802e-14,-41.81791991421601,-23.35948032316945,0.2983193640699968
0.08,15,-351.37464285413773,1069,20.884910221225077,-74.63688587294952,-297.6226672024142,9.094947017729282e-13,-44.43813854238303,-32.21382252618349,2.015075195616996
0.08,16,458.7373139053613,1069,21.38000000000001,-72.17161826951647,509.5289321748776,1.7053025658242404e-13,-44.37811453458177,-27.161355475431677,-0.6321482595030226
0.08,17,301.10113981012984,1065,20.47602968771463,-73.43470456562078,354.0598146880375,1.4779288903810084e-12,-44.0768020871102,-26.70347642171118,-2.654426056799401
0.08,18,156.85771432582055,1065,20.76524239634673,-73.44751238799398,209.5399843174689,1.1084466677857563e-12,-45.61279891795076,-26.830565157247392,-1.0041483127958384
0.08,19,-532.1257254283935,1024,18.50782471972601,-59.562011511945116,-491.0715386361732,1.1368683772161603e-12,-36.870720310984495,-24.666356021927108,1.9750648209664914
0.08,20,99.85994195582032,1047,18.901384842360144,-65.88003438189529,146.83859149535817,2.7142732506035827e-12,-41.33018313124039,-23.240340225015924,-1.3095110256389648
0.08,21,263.0046203359409,1094,21.618712044476936,-72.10740458668045,313.49331287814425,1.7053025658242404e-13,-45.308706883894786,-27.14262109851402,0.34392339572835035
0.08,22,294.48798043424074,1073,21.460000000000015,-72.52518514231159,345.5531655765524,5.684341886080802e-14,-43.79485191569539,-29.135208729833916,0.4048755032177157
0.08,23,-220.98494162924112,1075,21.500000000000007,-73.66632612489917,-168.8186155043421,1.4210854715202004e-13,-48.30382679113728,-25.84929025350558,0.48679091974369193
0.08,24,-298.64206667697897,1081,21.62000000000001,-73.46881397744858,-246.79325269953065,2.2737367544323206e-13,-46.31797190219113,-26.699612441742797,-0.45122963351463835
0.08,25,210.5399332633686,1085,20.88657240676874,-66.35280570317332,256.0061665597748,1.5916157281026244e-12,-45.8725219658327,-21.85109219605472,1.3708084587141023
0.08,26,-262.3418548144187,1069,21.38000000000001,-76.9944338663465,-206.7274209480725,2.8421709430404007e-13,-49.35280780219484,-25.67290646412082,-1.9687196000308331
0.08,27,-482.2354459086344,1112,22.24000000000002,-73.51507465253842,-430.960371256096,5.684341886080802e-14,-48.30080408595853,-26.58657329542779,1.372302728847911
0.08,28,-477.3921686251868,1029,20.527779266141245,-74.15707396348677,-423.7628739278411,1.7053025658242404e-13,-48.50989032607673,-24.607725285095203,-1.0394583523148384
0.08,29,134.17645469160107,1014,18.299808532193655,-60.49777588555253,176.3744220449605,5.684341886080801e-13,-37.13670183950396,-23.187247421934163,-0.1738266241144173
0.1,0,107.93779258374208,1105,19.42622935477397,-73.1766914814264,161.68825471039798,3.467448550509289e-12,-45.857955544659575,-29.89744595875844,2.5787100219916104
0.1,1,-606.4311555202163,1058,18.74917279031376,-73.66202371383446,-551.5183045966912,4.433786671143025e-12,-46.92383004954756,-26.7325492238989,-0.005644440387992833
0.1,2,-547.5844624241854,1153,22.85290156448888,-95.68353075720873,-474.7538332314652,3.410605131648481e-13,-61.47985791466894,-35.401782497303984,1.1981096547642
0.1,3,-544.1777025221637,1173,23.31497132627009,-98.18330736306476,-469.30936648536846,5.684341886080801e-13,-60.54076943507673,-35.49926517767584,-2.1432727503121822
0.1,4,-457.8660823035188,1139,22.780000000000022,-96.22566500790676,-384.42041729561197,5.684341886080802e-14,-57.84323550114353,-34.162358099380654,-4.220071407382568
0.1,5,476.14734894479915,1160,23.200000000000017,-94.3782570590285,547.3256060038269,7.389644451905042e-13,-58.92087001293331,-34.15571880935062,-1.301668236744582
0.1,6,-476.3377199367544,1146,22.799265268448956,-88.73104227371029,-410.40594293149354,4.547473508864641e-13,-52.37469120584738,-37.224703701171705,0.8683526333088026
0.1,7,207.8251994694496,1188,23.114672579628305,-97.42799691865272,282.138523808475,9.947598300641403e-13,-61.35017869997509,-35.167793866019686,-0.9100243526579636
0.1,8,-409.2217656677521,1187,23.69971317819035,-95.06227474599952,-337.8592040999439,9.663381206337363e-13,-56.56314426482016,-38.47360873511417,-0.025521746065185758
0.1,9,-309.2898515744312,1171,23.420000000000023,-97.36337795048185,-235.3464736239506,1.1937117960769683e-12,-58.50555744190322,-38.612171914363884,-0.24564859421473978
0.1,10,162.8012375146866,1110,19.89541753163201,-78.28132906692088,221.1871490499789,3.439026841078885e-12,-48.689651296173906,-30.513377753678363,0.9216999829313849
0.1,11,456.5226122371378,1149,22.980000000000018,-97.90639679913913,531.4490090362773,3.410605131648481e-13,-58.99311988887031,-37.26828773982277,-1.644989170446056
0.1,12,539.2421301448497,1157,23.123957139666885,-91.16921198196555,607.2873849871489,5.684341886080801e-13,-58.33523253862022,-36.53127617653031,3.697296733184974
0.1,13,-432.6192681338083,1150,23.000000000000014,-100.31682480888016,-355.30244332492833,1.7053025658242404e-13,-60.639222965169466,-36.79758264763812,-2.880019196072576
0.1,14,163.07051615948888,1122,20.483157564070957,-81.84272835717798,224.43008695259508,8.242295734817162e-13,-51.87975334369882,-30.12570064122152,0.16272562774236654
0.1,15,-405.2559895177018,1138,22.050598835803385,-93.78716752278353,-333.51942083072214,5.115907697472721e-13,-55.642159023713916,-40.41084345072878,2.265834951659161
0.1,16,513.1601566900624,1151,23.020000000000017,-92.46822788273948,582.608384572802,1.1368683772161603e-13,-56.0141201142615,-35.941959508974975,-0.5121482595030236
0.1,17,337.8893859301344,1136,21.663307619006055,-92.96022426919379,409.1863025803241,1.9326762412674725e-12,-55.69156022450737,-34.12115114017177,-3.147512904514657
0.1,18,167.86078529625524,1154,22.27745730396,-93.24096346833042,238.82429146062617,5.115907697472721e-13,-57.899388097176455,-34.092390596719596,-1.2491847744343652
0.1,19,-611.0289269254272,1082,19.06001030027117,-74.00386769492707,-556.0850695307684,2.9558577807620168e-12,-45.8406823377497,-30.434865743794607,2.271680386617245
0.1,20,106.50166252175484,1096,19.182321094047335,-81.4580169518761,168.77735837958863,5.030642569181509e-12,-50.194586000144,-30.121496079489145,-1.1419348722429654
0.1,21,290.2387673039291,1177,23.200108679021138,-93.27138425690572,360.3100428818144,7.389644451905042e-13,-57.50359680804438,-36.12638486360699,0.3585974147456449
0.1,22,333.1986946168472,1162,23.240000000000016,-94.65581897389427,404.61451359074147,0.0,-56.645376564405424,-38.11531791270655,0.10487550321771522
0.1,23,-270.8751445815607,1164,23.280000000000012,-95.25359242038104,-198.90155216118006,3.979039320256561e-13,-61.0970541297346,-34.583329210390126,0.4267909197436925
0.1,24,-350.2956293572547,1159,23.174260181556875,-94.60863658078563,-278.8612529580267,7.389644451905042e-13,-59.19288283565113,-34.824524111619866,-0.5912296335146379
0.1,25,226.43242179774063,1144,21.829701255399094,-83.97432383622044,288.5770443785639,1.9610979506978765e-12,-57.52770255739644,-28.084009480888767,1.6373882020647574
0.1,26,-310.98740725845784,1142,22.840000000000018,-98.58108992279304,-235.24631733566383,9.663381206337363e-13,-62.33733443524672,-34.05503588751547,-2.1887196000308338
0.1,27,-560.608780899692,1182,23.636582361483587,-94.08556912599988,-490.15979413517573,0.0,-60.91467596860707,-34.50319588624073,1.332302728847912
0.1,28,-571.2933697139592,1134,22.58679689935216,-95.74323968045789,-498.13692693285316,3.410605131648481e-13,-61.73598732669582,-32.850421427245024,-1.156830926517056
0.1,29,151.22962205687702,1099,19.43360114785058,-76.7052480752488,208.50126898427794,2.7000623958883807e-12,-46.50501101239,-29.99200233181569,-0.20823473104310342
